# target probability of 4-, 5-, 6-, 7-, 8-, 9-, 10-membered rings
0 0 0 7.51746420384e-68 9.64775687056e-07 0.999999030102 5.12256213351e-09 2.90634206788e-49 5.35734377125e-113 4.74722793004e-192 0 0 0 0 0 0 0 0 0 0
0 0 0 1.98804907031e-18 0.00866053144291 0.989241379558 0.00209808899854 9.66711122677e-14 8.2109298091e-30 1.14948618142e-49 0 0 0 0 0 0 0 0 0 0
0 0 0 3.57199874953e-09 0.0562640699818 0.915616909042 0.0281185468586 4.70545387311e-07 2.69021623324e-14 3.45064809898e-23 0 0 0 0 0 0 0 0 0 0
0 0 0 7.04721143439e-06 0.116879441726 0.807112959437 0.0758835962042 0.000116947123339 8.29753317824e-09 7.33028674905e-14 0 0 0 0 0 0 0 0 0 0
0 0 0 0.000254641920404 0.170018047127 0.703962602658 0.124150287873 0.00161129776166 3.12098917721e-06 1.65389568669e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0.00187470569193 0.211493914003 0.617144593391 0.16246056924 0.00694376770904 8.20294395732e-05 4.03761169375e-07 0 0 0 0 0 0 0 0 0 0
0 0 0 0.00645008840293 0.241230957302 0.546285574438 0.188464736195 0.0169528831251 0.00060313533618 1.1450009731e-05 0 0 0 0 0 0 0 0 0 0
0 0 0 0.0146983714717 0.260493197025 0.488539511709 0.203747399594 0.0301825966494 0.00221768283821 0.000101673336964 0 0 0 0 0 0 0 0 0 0
0 0 0 0.0262167952109 0.271262023954 0.441087822253 0.211020966895 0.0444165162897 0.00540099361665 0.000455129211481 0 0 0 0 0 0 0 0 0 0
0 0 0 0.0399705727098 0.275646469643 0.401653587686 0.212793419493 0.0578914101397 0.0101351126893 0.00132376850128 0 0 0 0 0 0 0 0 0 0
0 0 0 0.0547793586002 0.275496947762 0.368497443237 0.21098784797 0.0696179773774 0.0160012781982 0.00289567900809 0 0 0 0 0 0 0 0 0 0
0 0 0 0.0696066311144 0.272271665115 0.340308373166 0.206960674141 0.0792341253933 0.0224361928798 0.00520908929032 0 0 0 0 0 0 0 0 0 0
0 0 0 0.0836809066979 0.267050403893 0.316095923413 0.201628726829 0.0867616560844 0.0289276088569 0.00815966740813 0 0 0 0 0 0 0 0 0 0
0 0 0 0.0965087585374 0.260603081101 0.295105327228 0.195596746592 0.0924126354363 0.0350989959209 0.0115599731165 0 0 0 0 0 0 0 0 0 0
0 0 0 0.107832375077 0.253465258885 0.27675501886 0.18925684565 0.0964683143181 0.0407175449054 0.015201458045 0 0 0 0 0 0 0 0 0 0
0 0 0 0.117568843804 0.24600263822 0.260591586737 0.182859147656 0.0992138989409 0.0456677409051 0.0188959901975 0 0 0 0 0 0 0 0 0 0
0 0 0 0.12575206147 0.238460717428 0.24625739295 0.176559901837 0.100908269177 0.0499170358539 0.0224951805698 0 0 0 0 0 0 0 0 0 0
0 0 0 0.132485942882 0.231001117059 0.233467178003 0.170453631685 0.101773153645 0.0534855540412 0.025894152881 0 0 0 0 0 0 0 0 0 0
0 0 0 0.137910483377 0.223727440148 0.221991008152 0.164594443438 0.10199213969 0.0564233012117 0.029026964541 0 0 0 0 0 0 0 0 0 0
0 0 0 0.142179005463 0.21670341716 0.211641715892 0.159010115216 0.101714086342 0.058794571475 0.0318587990303 0 0 0 0 0 0 0 0 0 0
