# target parameters of log-normal distribution: mu, sig, relation to measured sigma
6.00319488818 0.0957560807488 0.1
6.00319488818 0.191512161498 0.2
6.00319488818 0.287268242247 0.3
6.00319488818 0.383024322995 0.4
6.00319488818 0.478780403744 0.5
6.00319488818 0.574536484493 0.6
6.00319488818 0.670292565242 0.7
6.00319488818 0.766048645991 0.8
6.00319488818 0.86180472674 0.9
6.00319488818 0.957560807488 1.0
6.00319488818 1.05331688824 1.1
6.00319488818 1.14907296899 1.2
6.00319488818 1.24482904973 1.3
6.00319488818 1.34058513048 1.4
6.00319488818 1.43634121123 1.5
6.00319488818 1.53209729198 1.6
6.00319488818 1.62785337273 1.7
6.00319488818 1.72360945348 1.8
6.00319488818 1.81936553423 1.9
6.00319488818 1.91512161498 2.0
